energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.927,170.814,0.215,rock,-7.327,0.126,0.49,Stone Temple Pilots,4,0.0452,72,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,spotify:track:6qLEOZvf5gI7kWE63JE7p3,Purple (2019 Remaster),Rock Classics,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,1994-06-07,0.00661,57lcTrUlYgfMIPvBUsVU6h,1,9,194853,0.000273,6qLEOZvf5gI7kWE63JE7p3,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.801,133.769,0.651,rock,-7.34,0.0825,0.776,The Clash,4,0.0514,70,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,spotify:track:5jzma6gCzYtKB1DbEwFZKH,London Calling (Remastered),Rock Classics,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,1979,0,6FCzvataOZh68j8OKzOt9a,1,0,200480,0.123,5jzma6gCzYtKB1DbEwFZKH,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.262,122.861,0.481,rock,-15.73,0.832,0.375,Pink Floyd,4,0.0414,75,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Rock Classics,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,1975-09-12,0.0114,0bCAjiUamIFqKJsekOYuRw,1,7,334744,0.735,6mFkJmJqdDVQ1REhVfGgd1,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.449,84.383,0.623,rock,-13.333,0.0613,0.573,Tom Petty,4,0.0253,75,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,Full Moon Fever,Rock Classics,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',1989-01-01,0,5d71Imt5CIb7LpQwDMQ093,1,5,256000,0.212,5tVA6TkbaAH9QMITTQRrNv,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.476,148.117,0.389,rock,-9.342,0.255,0.566,Blind Melon,4,0.0316,73,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,spotify:track:6txWz9UapYHVxEd7dDIHXT,Blind Melon,Rock Classics,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,6txWz9UapYHVxEd7dDIHXT,No Rain,1992-01-01,5.09e-05,55jET4vDioHHd7ztX7OX3h,1,9,217107,0.619,6txWz9UapYHVxEd7dDIHXT,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.978,141.167,0.526,rock,-5.436,0.0744,0.451,Van Halen,4,0.108,72,https://api.spotify.com/v1/tracks/05RgAMGypEvqhNs5hPCbMS,spotify:track:05RgAMGypEvqhNs5hPCbMS,1984 (Remastered),Rock Classics,https://api.spotify.com/v1/audio-analysis/05RgAMGypEvqhNs5hPCbMS,05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,1984-01-04,4.75e-05,3REUXdj5OPKhuDTrTtCBU0,1,8,210227,0.00122,05RgAMGypEvqhNs5hPCbMS,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.842,100.127,0.297,rock,-7.457,0.0848,0.586,Alice In Chains,4,0.0488,72,https://api.spotify.com/v1/tracks/5sFDReWLrZHLFZFjHsjUTS,spotify:track:5sFDReWLrZHLFZFjHsjUTS,Dirt (2022 Remaster),Rock Classics,https://api.spotify.com/v1/audio-analysis/5sFDReWLrZHLFZFjHsjUTS,5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),1992-09-29,9.1e-06,58NXIEYqmq5dQHg9nV9duM,1,6,206773,0.000286,5sFDReWLrZHLFZFjHsjUTS,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.944,146.347,0.27,rock,-4.199,0.116,0.606,Bruce Springsteen,4,0.0975,70,https://api.spotify.com/v1/tracks/6hTcuIQa0sxrrByu9wTD7s,spotify:track:6hTcuIQa0sxrrByu9wTD7s,Born To Run,Rock Classics,https://api.spotify.com/v1/audio-analysis/6hTcuIQa0sxrrByu9wTD7s,6hTcuIQa0sxrrByu9wTD7s,Born to Run,1975-08-25,2.05e-05,43YIoHKSrEw2GJsWmhZIpu,1,4,269920,0.00501,6hTcuIQa0sxrrByu9wTD7s,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.182,136.094,0.349,jazz,-13.507,0.143,0.178,Nat King Cole,3,0.031,69,https://api.spotify.com/v1/tracks/648TTtYB0bH0P8Hfy0FmkL,spotify:track:648TTtYB0bH0P8Hfy0FmkL,Unforgettable,Jazz Classics,https://api.spotify.com/v1/audio-analysis/648TTtYB0bH0P8Hfy0FmkL,648TTtYB0bH0P8Hfy0FmkL,Unforgettable,1954-01-01,0.0152,7GBvXtxnvBluo2f4xBVNkm,1,5,191973,0.92,648TTtYB0bH0P8Hfy0FmkL,classic,audio_features,37i9dQZF1DXbITWG1ZJKYt
0.164,58.303,0.136,classical,-18.756,0.109,0.071,"Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",4,0.0364,68,https://api.spotify.com/v1/tracks/2xizRhme7pYeITbH1NLLGt,spotify:track:2xizRhme7pYeITbH1NLLGt,Tchaikovsky: Swan Lake,Classical Essentials,https://api.spotify.com/v1/audio-analysis/2xizRhme7pYeITbH1NLLGt,2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",1976-01-01,0.916,7dVA06E7AP7P7VzPyNxQVO,0,4,166867,0.911,2xizRhme7pYeITbH1NLLGt,essential,audio_features,37i9dQZF1DWWEJlAGA9gs0
0.00527,170.612,0.184,classical,-37.264,0.173,0.151,"Ludwig van Beethoven, Paul Lewis",3,0.0432,68,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,spotify:track:3DNRdudZ2SstnDCVKFdXxG,"Beethoven: Piano Sonatas, Vol.3",Classical Essentials,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",2007-09-25,0.887,4bNwPPpk01D8pVV9IFSBde,0,1,315427,0.995,3DNRdudZ2SstnDCVKFdXxG,essential,audio_features,37i9dQZF1DWWEJlAGA9gs0
0.449,92.468,0.447,classical,-10.634,0.0697,0.036,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",4,0.0376,75,https://api.spotify.com/v1/tracks/1BncfTJAWxrsxyT9culBrj,spotify:track:1BncfTJAWxrsxyT9culBrj,In A Time Lapse,Classical Essentials,https://api.spotify.com/v1/audio-analysis/1BncfTJAWxrsxyT9culBrj,1BncfTJAWxrsxyT9culBrj,Experience,2013-01-01,0.961,3uJ6D2WOPdjwJ0SrsH9EiG,1,2,315427,0.934,1BncfTJAWxrsxyT9culBrj,essential,audio_features,37i9dQZF1DWWEJlAGA9gs0
0.812,80.09,0.505,hip-hop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,3tFed7YsjGnIfxeLEQwx3R,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.507,130.007,0.872,hip-hop,-6.323,0.111,0.506,Gunna,4,0.072,76,https://api.spotify.com/v1/tracks/2EKL77lwxvo615Ga7VjEUl,spotify:track:2EKL77lwxvo615Ga7VjEUl,HIM ALL ALONG,RapCaviar,https://api.spotify.com/v1/audio-analysis/2EKL77lwxvo615Ga7VjEUl,2EKL77lwxvo615Ga7VjEUl,HIM ALL ALONG,2024-10-18,0,5HoNV9xqGbGufrIFH271dR,0,4,158667,0.195,2EKL77lwxvo615Ga7VjEUl,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.802,128.085,0.835,hip-hop,-4.286,0.0882,0.374,BigXthaPlug,4,0.243,71,https://api.spotify.com/v1/tracks/4CkbpelT92r4dVkceDX9g1,spotify:track:4CkbpelT92r4dVkceDX9g1,TAKE CARE,RapCaviar,https://api.spotify.com/v1/audio-analysis/4CkbpelT92r4dVkceDX9g1,4CkbpelT92r4dVkceDX9g1,Leave Me Alone,2024-10-11,7.33e-06,6LU7SYL9BWAt3TgEK4DdAc,1,7,143778,0.0311,4CkbpelT92r4dVkceDX9g1,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.533,120.011,0.794,hip-hop,-8.206,0.207,0.15,Future,4,0.0591,73,https://api.spotify.com/v1/tracks/2t4H61OtTYgmDe61KxkjKH,spotify:track:2t4H61OtTYgmDe61KxkjKH,MIXTAPE PLUTO,RapCaviar,https://api.spotify.com/v1/audio-analysis/2t4H61OtTYgmDe61KxkjKH,2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,2024-09-20,2.76e-05,4Zoxsc06EUHRf5GrJPJZ54,1,9,179023,0.14,2t4H61OtTYgmDe61KxkjKH,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.722,119.973,0.769,hip-hop,-5.485,0.111,0.57,"The Weeknd, Playboi Carti",4,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,RapCaviar,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.0584,1Es7AUAhQvapIcoh3qMKDL,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.684,166.976,0.832,hip-hop,-4.691,0.229,0.68,"GloRilla, Sexyy Red",4,0.359,78,https://api.spotify.com/v1/tracks/5xeSd4HgzrYpNLEf3LfYLK,spotify:track:5xeSd4HgzrYpNLEf3LfYLK,GLORIOUS,RapCaviar,https://api.spotify.com/v1/audio-analysis/5xeSd4HgzrYpNLEf3LfYLK,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),2024-10-11,0,4dUAojdnh5Bcho1n8bPSO0,1,1,149461,0.00449,5xeSd4HgzrYpNLEf3LfYLK,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.642,111.907,0.65,hip-hop,-5.332,0.0855,0.186,Lil Baby,4,0.04,70,https://api.spotify.com/v1/tracks/6afQ4fJDJ9QqU5BKIH99Ej,spotify:track:6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,RapCaviar,https://api.spotify.com/v1/audio-analysis/6afQ4fJDJ9QqU5BKIH99Ej,6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,2024-11-15,0,2g28Q65tnnBD8TaCAFpdQi,1,2,127154,0.00502,6afQ4fJDJ9QqU5BKIH99Ej,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.699,129.054,0.92,hip-hop,-6.635,0.0745,0.484,NLE Choppa,4,0.358,72,https://api.spotify.com/v1/tracks/76Ku9OBFK1NjMylR8r4WLK,spotify:track:76Ku9OBFK1NjMylR8r4WLK,SLUT SZN,RapCaviar,https://api.spotify.com/v1/audio-analysis/76Ku9OBFK1NjMylR8r4WLK,76Ku9OBFK1NjMylR8r4WLK,Gang Baby,2024-09-27,0,1oA2UN6nt7jhEuVtiCeCke,1,11,138180,0.00768,76Ku9OBFK1NjMylR8r4WLK,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.628,119.98,0.757,hip-hop,-6.715,0.221,0.321,Don Toliver,4,0.101,85,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,RapCaviar,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0,4,217333,0.189,2c7z5oRcPBbqRaBY2mLWcf,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.709,78.53,0.749,hip-hop,-6.385,0.329,0.564,Real Boston Richey,4,0.259,73,https://api.spotify.com/v1/tracks/487JCvAXVblflZyDJn3fSp,spotify:track:487JCvAXVblflZyDJn3fSp,Help Me,RapCaviar,https://api.spotify.com/v1/audio-analysis/487JCvAXVblflZyDJn3fSp,487JCvAXVblflZyDJn3fSp,Help Me,2024-05-31,0,01JuX8fEX5ACudymzCB3O3,1,6,181166,0.155,487JCvAXVblflZyDJn3fSp,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.69,125.951,0.853,hip-hop,-5.858,0.0835,0.471,Drake,4,0.0647,78,https://api.spotify.com/v1/tracks/1560osUcXrnov6yuOjXvc1,spotify:track:1560osUcXrnov6yuOjXvc1,No Face,RapCaviar,https://api.spotify.com/v1/audio-analysis/1560osUcXrnov6yuOjXvc1,1560osUcXrnov6yuOjXvc1,No Face,2024-08-31,0,78NIQe42qKXahAeZAb3w0h,1,10,137143,0.0771,1560osUcXrnov6yuOjXvc1,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.754,131.001,0.863,hip-hop,-5.851,0.0913,0.301,Future,4,0.0611,77,https://api.spotify.com/v1/tracks/3aCPResPDNae3pXTocGpYe,spotify:track:3aCPResPDNae3pXTocGpYe,MIXTAPE PLUTO,RapCaviar,https://api.spotify.com/v1/audio-analysis/3aCPResPDNae3pXTocGpYe,3aCPResPDNae3pXTocGpYe,LIL DEMON,2024-09-20,0,4Zoxsc06EUHRf5GrJPJZ54,1,11,139197,0.00125,3aCPResPDNae3pXTocGpYe,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.4,106.682,0.608,hip-hop,-9.519,0.119,0.089,"Luh Tyler, BossMan Dlow",5,0.32,69,https://api.spotify.com/v1/tracks/62oLxos6R04SVYL1lXidvu,spotify:track:62oLxos6R04SVYL1lXidvu,Mr. Skii,RapCaviar,https://api.spotify.com/v1/audio-analysis/62oLxos6R04SVYL1lXidvu,62oLxos6R04SVYL1lXidvu,2 Slippery (feat. BossMan Dlow),2024-08-22,0.000327,4XqpSvwcjnoR5YP5lBLuTi,1,1,159228,0.029,62oLxos6R04SVYL1lXidvu,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.509,157.94,0.662,hip-hop,-9.159,0.266,0.549,"Lil Yachty, Veeze",4,0.322,70,https://api.spotify.com/v1/tracks/4lwfqyQXSDJ7kELpMErMih,spotify:track:4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,RapCaviar,https://api.spotify.com/v1/audio-analysis/4lwfqyQXSDJ7kELpMErMih,4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,2024-08-16,0,2Wu6YPeXdwiyqV5YulLf1W,1,1,136709,0.247,4lwfqyQXSDJ7kELpMErMih,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.663,143.082,0.76,hip-hop,-4.763,0.305,0.209,Playboi Carti,4,0.0551,81,https://api.spotify.com/v1/tracks/2cZOYofOX4d6g0OXxkaIjA,spotify:track:2cZOYofOX4d6g0OXxkaIjA,ALL RED,RapCaviar,https://api.spotify.com/v1/audio-analysis/2cZOYofOX4d6g0OXxkaIjA,2cZOYofOX4d6g0OXxkaIjA,ALL RED,2024-09-13,0,3cdcIcidzGHVQW5e9qQgtx,0,9,148053,0.109,2cZOYofOX4d6g0OXxkaIjA,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.761,147.216,0.649,hip-hop,-4.204,0.207,0.313,"Lil Tecca, Don Toliver",4,0.152,73,https://api.spotify.com/v1/tracks/1Ftb0PK0Qqwax3gofiMd2X,spotify:track:1Ftb0PK0Qqwax3gofiMd2X,PLAN A,RapCaviar,https://api.spotify.com/v1/audio-analysis/1Ftb0PK0Qqwax3gofiMd2X,1Ftb0PK0Qqwax3gofiMd2X,I CAN’T LET GO,2024-09-20,0,6uWva3kfeqqVIsNAJ2MmeL,1,8,150204,0.00694,1Ftb0PK0Qqwax3gofiMd2X,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.663,184.057,0.672,hip-hop,-5.984,0.134,0.381,Lil Uzi Vert,4,0.243,76,https://api.spotify.com/v1/tracks/4ppKM7xnkSAwSyKqD4QTY4,spotify:track:4ppKM7xnkSAwSyKqD4QTY4,Eternal Atake 2,RapCaviar,https://api.spotify.com/v1/audio-analysis/4ppKM7xnkSAwSyKqD4QTY4,4ppKM7xnkSAwSyKqD4QTY4,Chill Bae,2024-11-01,0,7awBKnBq0qRLNyD5lI47R0,1,3,138324,0.112,4ppKM7xnkSAwSyKqD4QTY4,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.681,114.991,0.884,hip-hop,-5.839,0.277,0.324,BigXthaPlug,4,0.149,69,https://api.spotify.com/v1/tracks/26TX1oZbaDeKxfTYDclSAo,spotify:track:26TX1oZbaDeKxfTYDclSAo,TAKE CARE,RapCaviar,https://api.spotify.com/v1/audio-analysis/26TX1oZbaDeKxfTYDclSAo,26TX1oZbaDeKxfTYDclSAo,2AM,2024-10-11,0,6LU7SYL9BWAt3TgEK4DdAc,1,8,184294,0.0439,26TX1oZbaDeKxfTYDclSAo,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.723,139.942,0.783,hip-hop,-4.881,0.159,0.294,"Drake, Young Thug, 21 Savage",4,0.135,76,https://api.spotify.com/v1/tracks/1qIwin7JMVuX70qN6wD8ww,spotify:track:1qIwin7JMVuX70qN6wD8ww,100 GIGS,RapCaviar,https://api.spotify.com/v1/audio-analysis/1qIwin7JMVuX70qN6wD8ww,1qIwin7JMVuX70qN6wD8ww,It's Up (feat. Young Thug & 21 Savage),2024-08-30,0,5oT8PMXGWiPlhcl930fkII,1,1,278001,0.0264,1qIwin7JMVuX70qN6wD8ww,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.831,139.905,0.652,hip-hop,-5.972,0.269,0.648,BabyChiefDoit,4,0.264,68,https://api.spotify.com/v1/tracks/2JapCT0xikq6Fy1PQiJz1C,spotify:track:2JapCT0xikq6Fy1PQiJz1C,The Viper,RapCaviar,https://api.spotify.com/v1/audio-analysis/2JapCT0xikq6Fy1PQiJz1C,2JapCT0xikq6Fy1PQiJz1C,The Viper,2024-09-20,0,3cQR7hyzZEbwAESuPEu8qR,0,10,150997,0.0111,2JapCT0xikq6Fy1PQiJz1C,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.525,75.013,0.776,hip-hop,-6.723,0.108,0.467,Latto,4,0.137,70,https://api.spotify.com/v1/tracks/1JF8LkQWZ8grXb2emqrNKn,spotify:track:1JF8LkQWZ8grXb2emqrNKn,Sugar Honey Iced Tea,RapCaviar,https://api.spotify.com/v1/audio-analysis/1JF8LkQWZ8grXb2emqrNKn,1JF8LkQWZ8grXb2emqrNKn,Brokey,2024-08-09,0,1S9LGRodo5jsXGsMeVaYNp,1,1,217613,0.0366,1JF8LkQWZ8grXb2emqrNKn,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.5,63.925,0.427,hip-hop,-8.269,0.127,0.269,Rod Wave,5,0.141,76,https://api.spotify.com/v1/tracks/0U60hgxzGit7juEuHul2y3,spotify:track:0U60hgxzGit7juEuHul2y3,Last Lap,RapCaviar,https://api.spotify.com/v1/audio-analysis/0U60hgxzGit7juEuHul2y3,0U60hgxzGit7juEuHul2y3,25,2024-10-11,0,4ffJTc6OVVJ7rr65r5CGbq,1,0,180000,0.286,0U60hgxzGit7juEuHul2y3,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.586,125.845,0.731,hip-hop,-7.564,0.0987,0.147,"NLE Choppa, 41, Kyle Richh",4,0.172,77,https://api.spotify.com/v1/tracks/3lUYO6zvXI88sNDpyKvIJ2,spotify:track:3lUYO6zvXI88sNDpyKvIJ2,Or What,RapCaviar,https://api.spotify.com/v1/audio-analysis/3lUYO6zvXI88sNDpyKvIJ2,3lUYO6zvXI88sNDpyKvIJ2,Or What,2024-09-06,0,0O5WgUe2bObIlk6R0nwOs2,0,1,199165,0.116,3lUYO6zvXI88sNDpyKvIJ2,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.552,144.941,0.64,hip-hop,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,RapCaviar,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.472,101.061,0.898,hip-hop,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,RapCaviar,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.859,129.77,0.77,hip-hop,-3.382,0.673,0.64,"Tyler, The Creator, ScHoolboy Q, Santigold",4,0.275,85,https://api.spotify.com/v1/tracks/2aYHxnMF2umAavtgBvmkY1,spotify:track:2aYHxnMF2umAavtgBvmkY1,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/2aYHxnMF2umAavtgBvmkY1,2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),2024-10-28,0,0U28P0QVB1QRxpqp5IHOlH,0,10,207273,0.362,2aYHxnMF2umAavtgBvmkY1,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.685,121.991,0.731,hip-hop,-4.707,0.0865,0.458,"¥$, Playboi Carti, Don Toliver, Kodak Black",4,0.12,72,https://api.spotify.com/v1/tracks/3lCb7ZYE3Fvie4JOPqpXfY,spotify:track:3lCb7ZYE3Fvie4JOPqpXfY,FIELD TRIP,RapCaviar,https://api.spotify.com/v1/audio-analysis/3lCb7ZYE3Fvie4JOPqpXfY,3lCb7ZYE3Fvie4JOPqpXfY,FIELD TRIP,2024-08-03,0,73RJkZAkpUFHyGw4gTUQjK,0,11,167229,0.054,3lCb7ZYE3Fvie4JOPqpXfY,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.578,124.005,0.916,hip-hop,-6.275,0.113,0.192,Future,4,0.124,74,https://api.spotify.com/v1/tracks/2jnezASa7o0lP6aif6VrIf,spotify:track:2jnezASa7o0lP6aif6VrIf,MIXTAPE PLUTO,RapCaviar,https://api.spotify.com/v1/audio-analysis/2jnezASa7o0lP6aif6VrIf,2jnezASa7o0lP6aif6VrIf,TEFLON DON,2024-09-20,0.00402,4Zoxsc06EUHRf5GrJPJZ54,1,11,159894,0.00349,2jnezASa7o0lP6aif6VrIf,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.574,146.007,0.694,hip-hop,-6.144,0.082,0.286,Drake,4,0.0483,79,https://api.spotify.com/v1/tracks/1eroCliWpJrEu1V7VSObcO,spotify:track:1eroCliWpJrEu1V7VSObcO,100 GIGS,RapCaviar,https://api.spotify.com/v1/audio-analysis/1eroCliWpJrEu1V7VSObcO,1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,2024-08-30,0,5oT8PMXGWiPlhcl930fkII,0,1,126356,0.193,1eroCliWpJrEu1V7VSObcO,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.867,131.041,0.902,hip-hop,-3.108,0.142,0.799,BigXthaPlug,4,0.225,68,https://api.spotify.com/v1/tracks/1F5Qp0SJS0QUfqIoQggrLz,spotify:track:1F5Qp0SJS0QUfqIoQggrLz,The Largest,RapCaviar,https://api.spotify.com/v1/audio-analysis/1F5Qp0SJS0QUfqIoQggrLz,1F5Qp0SJS0QUfqIoQggrLz,The Largest,2024-08-09,0,1pJj4lszz7C87NmizpZ144,0,10,132338,0.0678,1F5Qp0SJS0QUfqIoQggrLz,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.692,140.203,0.637,hip-hop,-7.231,0.345,0.427,Lil Uzi Vert,4,0.164,73,https://api.spotify.com/v1/tracks/3NE6g9h77FZbQqCLzUpGRt,spotify:track:3NE6g9h77FZbQqCLzUpGRt,Eternal Atake 2,RapCaviar,https://api.spotify.com/v1/audio-analysis/3NE6g9h77FZbQqCLzUpGRt,3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),2024-11-01,0,7awBKnBq0qRLNyD5lI47R0,0,1,164366,0.0153,3NE6g9h77FZbQqCLzUpGRt,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.478,104.563,0.675,hip-hop,-10.201,0.127,0.39,"Tee Grizzley, J. Cole",4,0.512,69,https://api.spotify.com/v1/tracks/3rXlcLZk3MCaRPND5g9QiW,spotify:track:3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),RapCaviar,https://api.spotify.com/v1/audio-analysis/3rXlcLZk3MCaRPND5g9QiW,3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),2024-09-27,7.8e-06,3X327wwUvZhYQYlA6cfk9S,1,1,210286,0.0731,3rXlcLZk3MCaRPND5g9QiW,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.878,82.557,0.661,hip-hop,-4.099,0.381,0.514,"Tyler, The Creator",4,0.31,87,https://api.spotify.com/v1/tracks/5RePVWy39tLpHH0WwXgBsK,spotify:track:5RePVWy39tLpHH0WwXgBsK,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/5RePVWy39tLpHH0WwXgBsK,5RePVWy39tLpHH0WwXgBsK,Rah Tah Tah,2024-10-28,0,0U28P0QVB1QRxpqp5IHOlH,1,1,165413,0.00289,5RePVWy39tLpHH0WwXgBsK,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
